drug1,drug2,cell line,drugname1,drugname2
409962,763371,EKVX,Carmustine,Ruxolitinib
718781,763371,EKVX,Erlotinib hydrochloride,Ruxolitinib
266046,763371,EKVX,Oxaliplatin,Ruxolitinib
1390,763371,EKVX,Allopurinol,Ruxolitinib
125066,763371,EKVX,Bleomycin sulfate,Ruxolitinib
256942,763371,EKVX,4'-Epiadriamycin,Ruxolitinib
27640,763371,EKVX,Floxuridine,Ruxolitinib
49842,763371,EKVX,Vinblastine sulfate,Ruxolitinib
109724,763371,EKVX,Ifosfamide,Ruxolitinib
719276,763371,EKVX,Fulvestrant,Ruxolitinib
609699,763371,EKVX,Topotecan hydrochloride,Ruxolitinib
750,763371,EKVX,Busulfan,Ruxolitinib
719344,763371,EKVX,Anastrozole,Ruxolitinib
119875,763371,EKVX,Cisplatin,Ruxolitinib
85998,763371,EKVX,Streptozocin,Ruxolitinib
8806,763371,EKVX,Melphalan,Ruxolitinib
92859,763371,EKVX,Arsenic trioxide,Ruxolitinib
755,763371,EKVX,Mercaptopurine,Ruxolitinib
19893,763371,EKVX,Fluorouracil,Ruxolitinib
761432,763371,EKVX,Cabazitaxel,Ruxolitinib
105014,763371,EKVX,Cladribine,Ruxolitinib
755986,763371,EKVX,Vismodegib,Ruxolitinib
26980,763371,EKVX,Mitomycin,Ruxolitinib
118218,763371,EKVX,Fludarabine,Ruxolitinib
127716,763371,EKVX,Decitabine,Ruxolitinib
606869,763371,EKVX,Clofarabine,Ruxolitinib
256439,763371,EKVX,Idarubicin hydrochloride,Ruxolitinib
608210,763371,EKVX,Vinorelbine tartrate,Ruxolitinib
6396,763371,EKVX,Thiotepa,Ruxolitinib
752,763371,EKVX,Thioguanine,Ruxolitinib
747973,763371,EKVX,Ixabepilone,Ruxolitinib
698037,763371,EKVX,Pemetrexed Disodium,Ruxolitinib
45388,763371,EKVX,Dacarbazine,Ruxolitinib
38721,763371,EKVX,Mitotane,Ruxolitinib
673596,763371,EKVX,7-Ethyl-10-hydroxycamptothecin,Ruxolitinib
737754,763371,EKVX,Pazopanib hydrochloride,Ruxolitinib
707389,763371,EKVX,Eribulin mesylate,Ruxolitinib
138783,763371,EKVX,Bendamustine hydrochloride,Ruxolitinib
740,26271,EKVX,Methotrexate,Cyclophosphamide
3053,26271,EKVX,Dactinomycin,Cyclophosphamide
3088,26271,EKVX,Chlorambucil,Cyclophosphamide
14229,26271,EKVX,Quinacrine hydrochloride,Cyclophosphamide
1390,26271,EKVX,Allopurinol,Cyclophosphamide
750,26271,EKVX,Busulfan,Cyclophosphamide
8806,26271,EKVX,Melphalan,Cyclophosphamide
755,26271,EKVX,Mercaptopurine,Cyclophosphamide
19893,26271,EKVX,Fluorouracil,Cyclophosphamide
6396,26271,EKVX,Thiotepa,Cyclophosphamide
752,26271,EKVX,Thioguanine,Cyclophosphamide
740,14229,EKVX,Methotrexate,Quinacrine hydrochloride
3053,14229,EKVX,Dactinomycin,Quinacrine hydrochloride
3088,14229,EKVX,Chlorambucil,Quinacrine hydrochloride
1390,14229,EKVX,Allopurinol,Quinacrine hydrochloride
750,14229,EKVX,Busulfan,Quinacrine hydrochloride
8806,14229,EKVX,Melphalan,Quinacrine hydrochloride
755,14229,EKVX,Mercaptopurine,Quinacrine hydrochloride
6396,14229,EKVX,Thiotepa,Quinacrine hydrochloride
752,14229,EKVX,Thioguanine,Quinacrine hydrochloride
32065,613327,EKVX,Hydroxyurea,Gemcitabine hydrochloride
45923,613327,EKVX,Methoxsalen,Gemcitabine hydrochloride
362856,613327,EKVX,Temozolomide,Gemcitabine hydrochloride
122819,613327,EKVX,Teniposide,Gemcitabine hydrochloride
66847,613327,EKVX,Thalidomide,Gemcitabine hydrochloride
82151,613327,EKVX,Daunorubicin hydrochloride,Gemcitabine hydrochloride
123127,613327,EKVX,Doxorubicin hydrochloride,Gemcitabine hydrochloride
125973,613327,EKVX,Paclitaxel,Gemcitabine hydrochloride
141540,613327,EKVX,Etoposide,Gemcitabine hydrochloride
740,613327,EKVX,Methotrexate,Gemcitabine hydrochloride
241240,613327,EKVX,Carboplatin,Gemcitabine hydrochloride
122758,613327,EKVX,Tretinoin,Gemcitabine hydrochloride
3053,613327,EKVX,Dactinomycin,Gemcitabine hydrochloride
180973,613327,EKVX,Tamoxifen citrate,Gemcitabine hydrochloride
226080,613327,EKVX,Sirolimus,Gemcitabine hydrochloride
67574,613327,EKVX,Vincristine sulfate,Gemcitabine hydrochloride
71423,613327,EKVX,Megestrol acetate,Gemcitabine hydrochloride
3088,613327,EKVX,Chlorambucil,Gemcitabine hydrochloride
26271,613327,EKVX,Cyclophosphamide,Gemcitabine hydrochloride
14229,613327,EKVX,Quinacrine hydrochloride,Gemcitabine hydrochloride
102816,613327,EKVX,Azacitidine,Gemcitabine hydrochloride
279836,613327,EKVX,Mitoxantrone,Gemcitabine hydrochloride
63878,613327,EKVX,Cytarabine hydrochloride,Gemcitabine hydrochloride
409962,613327,EKVX,Carmustine,Gemcitabine hydrochloride
266046,613327,EKVX,Oxaliplatin,Gemcitabine hydrochloride
1390,613327,EKVX,Allopurinol,Gemcitabine hydrochloride
125066,613327,EKVX,Bleomycin sulfate,Gemcitabine hydrochloride
256942,613327,EKVX,4'-Epiadriamycin,Gemcitabine hydrochloride
27640,613327,EKVX,Floxuridine,Gemcitabine hydrochloride
49842,613327,EKVX,Vinblastine sulfate,Gemcitabine hydrochloride
109724,613327,EKVX,Ifosfamide,Gemcitabine hydrochloride
609699,613327,EKVX,Topotecan hydrochloride,Gemcitabine hydrochloride
750,613327,EKVX,Busulfan,Gemcitabine hydrochloride
119875,613327,EKVX,Cisplatin,Gemcitabine hydrochloride
85998,613327,EKVX,Streptozocin,Gemcitabine hydrochloride
8806,613327,EKVX,Melphalan,Gemcitabine hydrochloride
92859,613327,EKVX,Arsenic trioxide,Gemcitabine hydrochloride
755,613327,EKVX,Mercaptopurine,Gemcitabine hydrochloride
19893,613327,EKVX,Fluorouracil,Gemcitabine hydrochloride
105014,613327,EKVX,Cladribine,Gemcitabine hydrochloride
26980,613327,EKVX,Mitomycin,Gemcitabine hydrochloride
118218,613327,EKVX,Fludarabine,Gemcitabine hydrochloride
127716,613327,EKVX,Decitabine,Gemcitabine hydrochloride
606869,613327,EKVX,Clofarabine,Gemcitabine hydrochloride
256439,613327,EKVX,Idarubicin hydrochloride,Gemcitabine hydrochloride
608210,613327,EKVX,Vinorelbine tartrate,Gemcitabine hydrochloride
6396,613327,EKVX,Thiotepa,Gemcitabine hydrochloride
752,613327,EKVX,Thioguanine,Gemcitabine hydrochloride
45388,613327,EKVX,Dacarbazine,Gemcitabine hydrochloride
38721,613327,EKVX,Mitotane,Gemcitabine hydrochloride
138783,613327,EKVX,Bendamustine hydrochloride,Gemcitabine hydrochloride
32065,719345,EKVX,Hydroxyurea,Letrozole
45923,719345,EKVX,Methoxsalen,Letrozole
701852,719345,EKVX,Vorinostat,Letrozole
362856,719345,EKVX,Temozolomide,Letrozole
122819,719345,EKVX,Teniposide,Letrozole
66847,719345,EKVX,Thalidomide,Letrozole
82151,719345,EKVX,Daunorubicin hydrochloride,Letrozole
123127,719345,EKVX,Doxorubicin hydrochloride,Letrozole
125973,719345,EKVX,Paclitaxel,Letrozole
141540,719345,EKVX,Etoposide,Letrozole
713563,719345,EKVX,Exemestane,Letrozole
715055,719345,EKVX,Gefitinib,Letrozole
740,719345,EKVX,Methotrexate,Letrozole
628503,719345,EKVX,Docetaxel,Letrozole
681239,719345,EKVX,Bortezomib,Letrozole
241240,719345,EKVX,Carboplatin,Letrozole
122758,719345,EKVX,Tretinoin,Letrozole
3053,719345,EKVX,Dactinomycin,Letrozole
180973,719345,EKVX,Tamoxifen citrate,Letrozole
226080,719345,EKVX,Sirolimus,Letrozole
67574,719345,EKVX,Vincristine sulfate,Letrozole
71423,719345,EKVX,Megestrol acetate,Letrozole
3088,719345,EKVX,Chlorambucil,Letrozole
26271,719345,EKVX,Cyclophosphamide,Letrozole
14229,719345,EKVX,Quinacrine hydrochloride,Letrozole
613327,719345,EKVX,Gemcitabine hydrochloride,Letrozole
102816,719345,EKVX,Azacitidine,Letrozole
279836,719345,EKVX,Mitoxantrone,Letrozole
712807,719345,EKVX,Capecitabine,Letrozole
63878,719345,EKVX,Cytarabine hydrochloride,Letrozole
409962,719345,EKVX,Carmustine,Letrozole
718781,719345,EKVX,Erlotinib hydrochloride,Letrozole
266046,719345,EKVX,Oxaliplatin,Letrozole
1390,719345,EKVX,Allopurinol,Letrozole
125066,719345,EKVX,Bleomycin sulfate,Letrozole
256942,719345,EKVX,4'-Epiadriamycin,Letrozole
27640,719345,EKVX,Floxuridine,Letrozole
49842,719345,EKVX,Vinblastine sulfate,Letrozole
109724,719345,EKVX,Ifosfamide,Letrozole
719276,719345,EKVX,Fulvestrant,Letrozole
609699,719345,EKVX,Topotecan hydrochloride,Letrozole
750,719345,EKVX,Busulfan,Letrozole
719344,719345,EKVX,Anastrozole,Letrozole
119875,719345,EKVX,Cisplatin,Letrozole
85998,719345,EKVX,Streptozocin,Letrozole
8806,719345,EKVX,Melphalan,Letrozole
92859,719345,EKVX,Arsenic trioxide,Letrozole
755,719345,EKVX,Mercaptopurine,Letrozole
19893,719345,EKVX,Fluorouracil,Letrozole
105014,719345,EKVX,Cladribine,Letrozole
26980,719345,EKVX,Mitomycin,Letrozole
118218,719345,EKVX,Fludarabine,Letrozole
127716,719345,EKVX,Decitabine,Letrozole
606869,719345,EKVX,Clofarabine,Letrozole
256439,719345,EKVX,Idarubicin hydrochloride,Letrozole
608210,719345,EKVX,Vinorelbine tartrate,Letrozole
6396,719345,EKVX,Thiotepa,Letrozole
752,719345,EKVX,Thioguanine,Letrozole
698037,719345,EKVX,Pemetrexed Disodium,Letrozole
45388,719345,EKVX,Dacarbazine,Letrozole
38721,719345,EKVX,Mitotane,Letrozole
673596,719345,EKVX,7-Ethyl-10-hydroxycamptothecin,Letrozole
707389,719345,EKVX,Eribulin mesylate,Letrozole
138783,719345,EKVX,Bendamustine hydrochloride,Letrozole
32065,102816,EKVX,Hydroxyurea,Azacitidine
45923,102816,EKVX,Methoxsalen,Azacitidine
66847,102816,EKVX,Thalidomide,Azacitidine
82151,102816,EKVX,Daunorubicin hydrochloride,Azacitidine
740,102816,EKVX,Methotrexate,Azacitidine
3053,102816,EKVX,Dactinomycin,Azacitidine
67574,102816,EKVX,Vincristine sulfate,Azacitidine
71423,102816,EKVX,Megestrol acetate,Azacitidine
3088,102816,EKVX,Chlorambucil,Azacitidine
26271,102816,EKVX,Cyclophosphamide,Azacitidine
14229,102816,EKVX,Quinacrine hydrochloride,Azacitidine
63878,102816,EKVX,Cytarabine hydrochloride,Azacitidine
1390,102816,EKVX,Allopurinol,Azacitidine
27640,102816,EKVX,Floxuridine,Azacitidine
49842,102816,EKVX,Vinblastine sulfate,Azacitidine
750,102816,EKVX,Busulfan,Azacitidine
85998,102816,EKVX,Streptozocin,Azacitidine
8806,102816,EKVX,Melphalan,Azacitidine
92859,102816,EKVX,Arsenic trioxide,Azacitidine
755,102816,EKVX,Mercaptopurine,Azacitidine
19893,102816,EKVX,Fluorouracil,Azacitidine
26980,102816,EKVX,Mitomycin,Azacitidine
6396,102816,EKVX,Thiotepa,Azacitidine
752,102816,EKVX,Thioguanine,Azacitidine
45388,102816,EKVX,Dacarbazine,Azacitidine
38721,102816,EKVX,Mitotane,Azacitidine
32065,279836,EKVX,Hydroxyurea,Mitoxantrone
45923,279836,EKVX,Methoxsalen,Mitoxantrone
122819,279836,EKVX,Teniposide,Mitoxantrone
66847,279836,EKVX,Thalidomide,Mitoxantrone
82151,279836,EKVX,Daunorubicin hydrochloride,Mitoxantrone
123127,279836,EKVX,Doxorubicin hydrochloride,Mitoxantrone
125973,279836,EKVX,Paclitaxel,Mitoxantrone
141540,279836,EKVX,Etoposide,Mitoxantrone
740,279836,EKVX,Methotrexate,Mitoxantrone
241240,279836,EKVX,Carboplatin,Mitoxantrone
122758,279836,EKVX,Tretinoin,Mitoxantrone
3053,279836,EKVX,Dactinomycin,Mitoxantrone
180973,279836,EKVX,Tamoxifen citrate,Mitoxantrone
226080,279836,EKVX,Sirolimus,Mitoxantrone
67574,279836,EKVX,Vincristine sulfate,Mitoxantrone
71423,279836,EKVX,Megestrol acetate,Mitoxantrone
3088,279836,EKVX,Chlorambucil,Mitoxantrone
26271,279836,EKVX,Cyclophosphamide,Mitoxantrone
14229,279836,EKVX,Quinacrine hydrochloride,Mitoxantrone
102816,279836,EKVX,Azacitidine,Mitoxantrone
63878,279836,EKVX,Cytarabine hydrochloride,Mitoxantrone
266046,279836,EKVX,Oxaliplatin,Mitoxantrone
1390,279836,EKVX,Allopurinol,Mitoxantrone
125066,279836,EKVX,Bleomycin sulfate,Mitoxantrone
256942,279836,EKVX,4'-Epiadriamycin,Mitoxantrone
27640,279836,EKVX,Floxuridine,Mitoxantrone
49842,279836,EKVX,Vinblastine sulfate,Mitoxantrone
109724,279836,EKVX,Ifosfamide,Mitoxantrone
750,279836,EKVX,Busulfan,Mitoxantrone
119875,279836,EKVX,Cisplatin,Mitoxantrone
85998,279836,EKVX,Streptozocin,Mitoxantrone
8806,279836,EKVX,Melphalan,Mitoxantrone
92859,279836,EKVX,Arsenic trioxide,Mitoxantrone
755,279836,EKVX,Mercaptopurine,Mitoxantrone
19893,279836,EKVX,Fluorouracil,Mitoxantrone
105014,279836,EKVX,Cladribine,Mitoxantrone
26980,279836,EKVX,Mitomycin,Mitoxantrone
118218,279836,EKVX,Fludarabine,Mitoxantrone
127716,279836,EKVX,Decitabine,Mitoxantrone
256439,279836,EKVX,Idarubicin hydrochloride,Mitoxantrone
6396,279836,EKVX,Thiotepa,Mitoxantrone
752,279836,EKVX,Thioguanine,Mitoxantrone
45388,279836,EKVX,Dacarbazine,Mitoxantrone
38721,279836,EKVX,Mitotane,Mitoxantrone
138783,279836,EKVX,Bendamustine hydrochloride,Mitoxantrone
32065,712807,EKVX,Hydroxyurea,Capecitabine
45923,712807,EKVX,Methoxsalen,Capecitabine
701852,712807,EKVX,Vorinostat,Capecitabine
362856,712807,EKVX,Temozolomide,Capecitabine
122819,712807,EKVX,Teniposide,Capecitabine
66847,712807,EKVX,Thalidomide,Capecitabine
82151,712807,EKVX,Daunorubicin hydrochloride,Capecitabine
123127,712807,EKVX,Doxorubicin hydrochloride,Capecitabine
125973,712807,EKVX,Paclitaxel,Capecitabine
141540,712807,EKVX,Etoposide,Capecitabine
740,712807,EKVX,Methotrexate,Capecitabine
628503,712807,EKVX,Docetaxel,Capecitabine
681239,712807,EKVX,Bortezomib,Capecitabine
241240,712807,EKVX,Carboplatin,Capecitabine
122758,712807,EKVX,Tretinoin,Capecitabine
3053,712807,EKVX,Dactinomycin,Capecitabine
180973,712807,EKVX,Tamoxifen citrate,Capecitabine
226080,712807,EKVX,Sirolimus,Capecitabine
67574,712807,EKVX,Vincristine sulfate,Capecitabine
71423,712807,EKVX,Megestrol acetate,Capecitabine
3088,712807,EKVX,Chlorambucil,Capecitabine
26271,712807,EKVX,Cyclophosphamide,Capecitabine
14229,712807,EKVX,Quinacrine hydrochloride,Capecitabine
613327,712807,EKVX,Gemcitabine hydrochloride,Capecitabine
102816,712807,EKVX,Azacitidine,Capecitabine
279836,712807,EKVX,Mitoxantrone,Capecitabine
63878,712807,EKVX,Cytarabine hydrochloride,Capecitabine
409962,712807,EKVX,Carmustine,Capecitabine
266046,712807,EKVX,Oxaliplatin,Capecitabine
1390,712807,EKVX,Allopurinol,Capecitabine
125066,712807,EKVX,Bleomycin sulfate,Capecitabine
256942,712807,EKVX,4'-Epiadriamycin,Capecitabine
27640,712807,EKVX,Floxuridine,Capecitabine
49842,712807,EKVX,Vinblastine sulfate,Capecitabine
109724,712807,EKVX,Ifosfamide,Capecitabine
609699,712807,EKVX,Topotecan hydrochloride,Capecitabine
750,712807,EKVX,Busulfan,Capecitabine
119875,712807,EKVX,Cisplatin,Capecitabine
85998,712807,EKVX,Streptozocin,Capecitabine
8806,712807,EKVX,Melphalan,Capecitabine
92859,712807,EKVX,Arsenic trioxide,Capecitabine
755,712807,EKVX,Mercaptopurine,Capecitabine
19893,712807,EKVX,Fluorouracil,Capecitabine
105014,712807,EKVX,Cladribine,Capecitabine
26980,712807,EKVX,Mitomycin,Capecitabine
118218,712807,EKVX,Fludarabine,Capecitabine
127716,712807,EKVX,Decitabine,Capecitabine
606869,712807,EKVX,Clofarabine,Capecitabine
256439,712807,EKVX,Idarubicin hydrochloride,Capecitabine
608210,712807,EKVX,Vinorelbine tartrate,Capecitabine
6396,712807,EKVX,Thiotepa,Capecitabine
752,712807,EKVX,Thioguanine,Capecitabine
698037,712807,EKVX,Pemetrexed Disodium,Capecitabine
45388,712807,EKVX,Dacarbazine,Capecitabine
38721,712807,EKVX,Mitotane,Capecitabine
673596,712807,EKVX,7-Ethyl-10-hydroxycamptothecin,Capecitabine
707389,712807,EKVX,Eribulin mesylate,Capecitabine
138783,712807,EKVX,Bendamustine hydrochloride,Capecitabine
32065,63878,EKVX,Hydroxyurea,Cytarabine hydrochloride
45923,63878,EKVX,Methoxsalen,Cytarabine hydrochloride
740,63878,EKVX,Methotrexate,Cytarabine hydrochloride
3053,63878,EKVX,Dactinomycin,Cytarabine hydrochloride
3088,63878,EKVX,Chlorambucil,Cytarabine hydrochloride
26271,63878,EKVX,Cyclophosphamide,Cytarabine hydrochloride
14229,63878,EKVX,Quinacrine hydrochloride,Cytarabine hydrochloride
1390,63878,EKVX,Allopurinol,Cytarabine hydrochloride
27640,63878,EKVX,Floxuridine,Cytarabine hydrochloride
49842,63878,EKVX,Vinblastine sulfate,Cytarabine hydrochloride
750,63878,EKVX,Busulfan,Cytarabine hydrochloride
8806,63878,EKVX,Melphalan,Cytarabine hydrochloride
755,63878,EKVX,Mercaptopurine,Cytarabine hydrochloride
19893,63878,EKVX,Fluorouracil,Cytarabine hydrochloride
26980,63878,EKVX,Mitomycin,Cytarabine hydrochloride
6396,63878,EKVX,Thiotepa,Cytarabine hydrochloride
752,63878,EKVX,Thioguanine,Cytarabine hydrochloride
45388,63878,EKVX,Dacarbazine,Cytarabine hydrochloride
38721,63878,EKVX,Mitotane,Cytarabine hydrochloride
32065,409962,EKVX,Hydroxyurea,Carmustine
45923,409962,EKVX,Methoxsalen,Carmustine
362856,409962,EKVX,Temozolomide,Carmustine
122819,409962,EKVX,Teniposide,Carmustine
66847,409962,EKVX,Thalidomide,Carmustine
82151,409962,EKVX,Daunorubicin hydrochloride,Carmustine
123127,409962,EKVX,Doxorubicin hydrochloride,Carmustine
125973,409962,EKVX,Paclitaxel,Carmustine
141540,409962,EKVX,Etoposide,Carmustine
740,409962,EKVX,Methotrexate,Carmustine
241240,409962,EKVX,Carboplatin,Carmustine
122758,409962,EKVX,Tretinoin,Carmustine
3053,409962,EKVX,Dactinomycin,Carmustine
180973,409962,EKVX,Tamoxifen citrate,Carmustine
226080,409962,EKVX,Sirolimus,Carmustine
67574,409962,EKVX,Vincristine sulfate,Carmustine
71423,409962,EKVX,Megestrol acetate,Carmustine
3088,409962,EKVX,Chlorambucil,Carmustine
26271,409962,EKVX,Cyclophosphamide,Carmustine
14229,409962,EKVX,Quinacrine hydrochloride,Carmustine
102816,409962,EKVX,Azacitidine,Carmustine
279836,409962,EKVX,Mitoxantrone,Carmustine
63878,409962,EKVX,Cytarabine hydrochloride,Carmustine
266046,409962,EKVX,Oxaliplatin,Carmustine
1390,409962,EKVX,Allopurinol,Carmustine
125066,409962,EKVX,Bleomycin sulfate,Carmustine
256942,409962,EKVX,4'-Epiadriamycin,Carmustine
27640,409962,EKVX,Floxuridine,Carmustine
49842,409962,EKVX,Vinblastine sulfate,Carmustine
109724,409962,EKVX,Ifosfamide,Carmustine
750,409962,EKVX,Busulfan,Carmustine
119875,409962,EKVX,Cisplatin,Carmustine
85998,409962,EKVX,Streptozocin,Carmustine
8806,409962,EKVX,Melphalan,Carmustine
92859,409962,EKVX,Arsenic trioxide,Carmustine
755,409962,EKVX,Mercaptopurine,Carmustine
19893,409962,EKVX,Fluorouracil,Carmustine
105014,409962,EKVX,Cladribine,Carmustine
26980,409962,EKVX,Mitomycin,Carmustine
118218,409962,EKVX,Fludarabine,Carmustine
127716,409962,EKVX,Decitabine,Carmustine
256439,409962,EKVX,Idarubicin hydrochloride,Carmustine
6396,409962,EKVX,Thiotepa,Carmustine
752,409962,EKVX,Thioguanine,Carmustine
45388,409962,EKVX,Dacarbazine,Carmustine
38721,409962,EKVX,Mitotane,Carmustine
138783,409962,EKVX,Bendamustine hydrochloride,Carmustine
32065,718781,EKVX,Hydroxyurea,Erlotinib hydrochloride
45923,718781,EKVX,Methoxsalen,Erlotinib hydrochloride
701852,718781,EKVX,Vorinostat,Erlotinib hydrochloride
362856,718781,EKVX,Temozolomide,Erlotinib hydrochloride
122819,718781,EKVX,Teniposide,Erlotinib hydrochloride
66847,718781,EKVX,Thalidomide,Erlotinib hydrochloride
82151,718781,EKVX,Daunorubicin hydrochloride,Erlotinib hydrochloride
123127,718781,EKVX,Doxorubicin hydrochloride,Erlotinib hydrochloride
125973,718781,EKVX,Paclitaxel,Erlotinib hydrochloride
141540,718781,EKVX,Etoposide,Erlotinib hydrochloride
713563,718781,EKVX,Exemestane,Erlotinib hydrochloride
715055,718781,EKVX,Gefitinib,Erlotinib hydrochloride
740,718781,EKVX,Methotrexate,Erlotinib hydrochloride
628503,718781,EKVX,Docetaxel,Erlotinib hydrochloride
681239,718781,EKVX,Bortezomib,Erlotinib hydrochloride
241240,718781,EKVX,Carboplatin,Erlotinib hydrochloride
122758,718781,EKVX,Tretinoin,Erlotinib hydrochloride
3053,718781,EKVX,Dactinomycin,Erlotinib hydrochloride
180973,718781,EKVX,Tamoxifen citrate,Erlotinib hydrochloride
226080,718781,EKVX,Sirolimus,Erlotinib hydrochloride
67574,718781,EKVX,Vincristine sulfate,Erlotinib hydrochloride
71423,718781,EKVX,Megestrol acetate,Erlotinib hydrochloride
3088,718781,EKVX,Chlorambucil,Erlotinib hydrochloride
26271,718781,EKVX,Cyclophosphamide,Erlotinib hydrochloride
14229,718781,EKVX,Quinacrine hydrochloride,Erlotinib hydrochloride
613327,718781,EKVX,Gemcitabine hydrochloride,Erlotinib hydrochloride
102816,718781,EKVX,Azacitidine,Erlotinib hydrochloride
279836,718781,EKVX,Mitoxantrone,Erlotinib hydrochloride
712807,718781,EKVX,Capecitabine,Erlotinib hydrochloride
63878,718781,EKVX,Cytarabine hydrochloride,Erlotinib hydrochloride
409962,718781,EKVX,Carmustine,Erlotinib hydrochloride
266046,718781,EKVX,Oxaliplatin,Erlotinib hydrochloride
1390,718781,EKVX,Allopurinol,Erlotinib hydrochloride
125066,718781,EKVX,Bleomycin sulfate,Erlotinib hydrochloride
256942,718781,EKVX,4'-Epiadriamycin,Erlotinib hydrochloride
27640,718781,EKVX,Floxuridine,Erlotinib hydrochloride
49842,718781,EKVX,Vinblastine sulfate,Erlotinib hydrochloride
109724,718781,EKVX,Ifosfamide,Erlotinib hydrochloride
609699,718781,EKVX,Topotecan hydrochloride,Erlotinib hydrochloride
750,718781,EKVX,Busulfan,Erlotinib hydrochloride
119875,718781,EKVX,Cisplatin,Erlotinib hydrochloride
85998,718781,EKVX,Streptozocin,Erlotinib hydrochloride
8806,718781,EKVX,Melphalan,Erlotinib hydrochloride
92859,718781,EKVX,Arsenic trioxide,Erlotinib hydrochloride
755,718781,EKVX,Mercaptopurine,Erlotinib hydrochloride
19893,718781,EKVX,Fluorouracil,Erlotinib hydrochloride
105014,718781,EKVX,Cladribine,Erlotinib hydrochloride
26980,718781,EKVX,Mitomycin,Erlotinib hydrochloride
118218,718781,EKVX,Fludarabine,Erlotinib hydrochloride
127716,718781,EKVX,Decitabine,Erlotinib hydrochloride
606869,718781,EKVX,Clofarabine,Erlotinib hydrochloride
256439,718781,EKVX,Idarubicin hydrochloride,Erlotinib hydrochloride
608210,718781,EKVX,Vinorelbine tartrate,Erlotinib hydrochloride
6396,718781,EKVX,Thiotepa,Erlotinib hydrochloride
752,718781,EKVX,Thioguanine,Erlotinib hydrochloride
698037,718781,EKVX,Pemetrexed Disodium,Erlotinib hydrochloride
45388,718781,EKVX,Dacarbazine,Erlotinib hydrochloride
38721,718781,EKVX,Mitotane,Erlotinib hydrochloride
673596,718781,EKVX,7-Ethyl-10-hydroxycamptothecin,Erlotinib hydrochloride
707389,718781,EKVX,Eribulin mesylate,Erlotinib hydrochloride
138783,718781,EKVX,Bendamustine hydrochloride,Erlotinib hydrochloride
32065,266046,EKVX,Hydroxyurea,Oxaliplatin
45923,266046,EKVX,Methoxsalen,Oxaliplatin
122819,266046,EKVX,Teniposide,Oxaliplatin
66847,266046,EKVX,Thalidomide,Oxaliplatin
82151,266046,EKVX,Daunorubicin hydrochloride,Oxaliplatin
123127,266046,EKVX,Doxorubicin hydrochloride,Oxaliplatin
125973,266046,EKVX,Paclitaxel,Oxaliplatin
141540,266046,EKVX,Etoposide,Oxaliplatin
740,266046,EKVX,Methotrexate,Oxaliplatin
241240,266046,EKVX,Carboplatin,Oxaliplatin
122758,266046,EKVX,Tretinoin,Oxaliplatin
3053,266046,EKVX,Dactinomycin,Oxaliplatin
180973,266046,EKVX,Tamoxifen citrate,Oxaliplatin
226080,266046,EKVX,Sirolimus,Oxaliplatin
67574,266046,EKVX,Vincristine sulfate,Oxaliplatin
71423,266046,EKVX,Megestrol acetate,Oxaliplatin
3088,266046,EKVX,Chlorambucil,Oxaliplatin
26271,266046,EKVX,Cyclophosphamide,Oxaliplatin
14229,266046,EKVX,Quinacrine hydrochloride,Oxaliplatin
102816,266046,EKVX,Azacitidine,Oxaliplatin
63878,266046,EKVX,Cytarabine hydrochloride,Oxaliplatin
